2026-06-13 16:59:03 | DEBUG | model.models | [CalculationModel] Stored 20260520_124025 for RPI3/gps: C:\Pi_loc\20260520_Otter3\RPI3\gps\GPS_RPI3_20260520_124025_Hydro_6673.txt
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171730 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171730.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171745 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171745.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171800 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171800.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171815 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171815.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171830 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171830.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171845 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171845.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171900 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171900.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171915 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171915.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171930 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171930.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_171945 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_171945.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172000 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172000.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172015 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172015.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172030 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172030.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172045 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172045.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172100 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172100.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172115 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172115.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172130 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172130.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172145 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172145.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172200 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172200.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172215 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172215.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172230 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172230.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172245 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172245.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172300 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172300.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172315 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172315.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172330 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172330.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172345 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172345.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172400 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172400.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172415 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172415.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172430 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172430.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172445 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172445.wav
2026-06-13 17:03:37 | DEBUG | model.models | [CalculationModel] Stored 20260610_172500 for RPI2/wav: C:\Pi_loc\20260610tło4\RPI2\streaming\RBW6673_20260610_172500.wav
2026-06-13 17:03:37 | INFO | controller.controllers | [LocalFolderReader][RPI2] done
2026-06-13 17:03:40 | INFO | controller.controllers | [LocalFolderReader][RPI3] emitting 128 files
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171000_Hydro_2624.txt: lon=17.64710881, lat=53.83682644
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171015_Hydro_2624.txt: lon=17.64710893, lat=53.83682633
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171030_Hydro_2624.txt: lon=17.64710899, lat=53.83682638
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171045_Hydro_2624.txt: lon=17.64710885, lat=53.83682646
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171100_Hydro_2624.txt: lon=17.64710873, lat=53.83682651
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171115_Hydro_2624.txt: lon=17.64710816, lat=53.83682641
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171130_Hydro_2624.txt: lon=17.64710784, lat=53.83682646
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171145_Hydro_2624.txt: lon=17.64710780, lat=53.83682653
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171200_Hydro_2624.txt: lon=17.64710772, lat=53.83682666
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171215_Hydro_2624.txt: lon=17.64710797, lat=53.83682620
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171230_Hydro_2624.txt: lon=17.64710805, lat=53.83682603
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171245_Hydro_2624.txt: lon=17.64710843, lat=53.83682592
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171300_Hydro_2624.txt: lon=17.64710873, lat=53.83682632
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171315_Hydro_2624.txt: lon=17.64710902, lat=53.83682653
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171330_Hydro_2624.txt: lon=17.64710875, lat=53.83682663
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171345_Hydro_2624.txt: lon=17.64710822, lat=53.83682651
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171400_Hydro_2624.txt: lon=17.64710809, lat=53.83682638
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171415_Hydro_2624.txt: lon=17.64710812, lat=53.83682637
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171430_Hydro_2624.txt: lon=17.64710814, lat=53.83682632
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171445_Hydro_2624.txt: lon=17.64710821, lat=53.83682628
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171500_Hydro_2624.txt: lon=17.64710825, lat=53.83682649
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171515_Hydro_2624.txt: lon=17.64710823, lat=53.83682660
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171530_Hydro_2624.txt: lon=17.64710830, lat=53.83682658
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171545_Hydro_2624.txt: lon=17.64710826, lat=53.83682668
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171600_Hydro_2624.txt: lon=17.64710817, lat=53.83682686
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171615_Hydro_2624.txt: lon=17.64710825, lat=53.83682698
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171630_Hydro_2624.txt: lon=17.64710818, lat=53.83682727
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171645_Hydro_2624.txt: lon=17.64710825, lat=53.83682727
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171700_Hydro_2624.txt: lon=17.64710811, lat=53.83682753
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171715_Hydro_2624.txt: lon=17.64710816, lat=53.83682764
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171730_Hydro_2624.txt: lon=17.64710810, lat=53.83682806
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171745_Hydro_2624.txt: lon=17.64710795, lat=53.83682838
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171800_Hydro_2624.txt: lon=17.64710798, lat=53.83682859
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171815_Hydro_2624.txt: lon=17.64710807, lat=53.83682876
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171830_Hydro_2624.txt: lon=17.64710804, lat=53.83682878
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171845_Hydro_2624.txt: lon=17.64710813, lat=53.83682871
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171900_Hydro_2624.txt: lon=17.64710849, lat=53.83682846
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171915_Hydro_2624.txt: lon=17.64710881, lat=53.83682832
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171930_Hydro_2624.txt: lon=17.64710867, lat=53.83682833
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171945_Hydro_2624.txt: lon=17.64710844, lat=53.83682831
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172000_Hydro_2624.txt: lon=17.64710819, lat=53.83682817
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172015_Hydro_2624.txt: lon=17.64710805, lat=53.83682821
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172030_Hydro_2624.txt: lon=17.64710854, lat=53.83682809
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172045_Hydro_2624.txt: lon=17.64710882, lat=53.83682820
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172100_Hydro_2624.txt: lon=17.64710897, lat=53.83682831
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172115_Hydro_2624.txt: lon=17.64710887, lat=53.83682842
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172130_Hydro_2624.txt: lon=17.64710859, lat=53.83682851
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172145_Hydro_2624.txt: lon=17.64710841, lat=53.83682840
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172200_Hydro_2624.txt: lon=17.64710833, lat=53.83682818
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172215_Hydro_2624.txt: lon=17.64710834, lat=53.83682809
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172230_Hydro_2624.txt: lon=17.64710834, lat=53.83682811
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172245_Hydro_2624.txt: lon=17.64710842, lat=53.83682826
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172300_Hydro_2624.txt: lon=17.64710872, lat=53.83682832
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172315_Hydro_2624.txt: lon=17.64710880, lat=53.83682841
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172330_Hydro_2624.txt: lon=17.64710880, lat=53.83682867
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172345_Hydro_2624.txt: lon=17.64710891, lat=53.83682874
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172400_Hydro_2624.txt: lon=17.64710913, lat=53.83682876
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172415_Hydro_2624.txt: lon=17.64710940, lat=53.83682888
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172430_Hydro_2624.txt: lon=17.64710974, lat=53.83682888
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172445_Hydro_2624.txt: lon=17.64710955, lat=53.83682879
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172500_Hydro_2624.txt: lon=17.64710953, lat=53.83682878
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172515_Hydro_2624.txt: lon=17.64710911, lat=53.83682899
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172530_Hydro_2624.txt: lon=17.64710886, lat=53.83682905
2026-06-13 17:03:40 | INFO | model.models | [ReceiverModel][RPI3] Position updated from GPS file C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_172545_Hydro_2624.txt: lon=17.64710900, lat=53.83682924
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171000 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171000_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171015 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171015_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171030 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171030_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171045 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171045_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171100 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171100_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171115 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171115_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171130 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171130_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171145 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171145_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171200 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171200_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171215 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171215_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171230 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171230_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171245 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171245_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171300 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171300_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171315 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171315_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171330 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171330_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171345 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171345_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171400 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171400_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171415 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171415_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171430 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171430_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171445 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171445_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171500 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171500_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171515 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171515_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171530 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171530_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171545 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171545_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171600 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171600_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171615 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171615_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171630 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171630_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171645 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171645_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171700 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171700_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171715 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171715_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171730 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171730_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171745 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171745_Hydro_2624.txt
2026-06-13 17:03:40 | DEBUG | model.models | [CalculationModel] Stored 20260610_171800 for RPI3/gps: C:\Pi_loc\20260610tło4\RPI3\gps\GPS_RPI3_20260610_171800_Hydro_2624.txt
